工程名称(编号):  中新科技城241A地块       (2009-K-255)
建设单位:        
孔号,深度,I,II,III,IV,V,VI
J16,0~10m,2.00,8.00,0.00,0.00,0.00,0.00
J16,10~20m,1.30,8.70,0.00,0.00,0.00,0.00
J16,20~30m,3.50,1.80,0.00,0.00,0.00,0.00
J16,30~40m,0.00,0.00,0.00,0.00,0.00,0.00
J16,40~50m,0.00,0.00,0.00,0.00,0.00,0.00
J16,50~60m,0.00,0.00,0.00,0.00,0.00,0.00
J16,60~80m,0.00,0.00,0.00,0.00,0.00,0.00
J16,80~100m,0.00,0.00,0.00,0.00,0.00,0.00
J16,100~120m,0.00,0.00,0.00,0.00,0.00,0.00
J16,120~140m,0.00,0.00,0.00,0.00,0.00,0.00
J16,140~160m,0.00,0.00,0.00,0.00,0.00,0.00
J17,0~10m,2.60,7.40,0.00,0.00,0.00,0.00
J17,10~20m,1.30,8.70,0.00,0.00,0.00,0.00
J17,20~30m,0.30,0.00,0.00,0.00,0.00,0.00
J17,30~40m,0.00,0.00,0.00,0.00,0.00,0.00
J17,40~50m,0.00,0.00,0.00,0.00,0.00,0.00
J17,50~60m,0.00,0.00,0.00,0.00,0.00,0.00
J17,60~80m,0.00,0.00,0.00,0.00,0.00,0.00
J17,80~100m,0.00,0.00,0.00,0.00,0.00,0.00
J17,100~120m,0.00,0.00,0.00,0.00,0.00,0.00
J17,120~140m,0.00,0.00,0.00,0.00,0.00,0.00
J17,140~160m,0.00,0.00,0.00,0.00,0.00,0.00
J18,0~10m,2.00,8.00,0.00,0.00,0.00,0.00
J18,10~20m,1.00,9.00,0.00,0.00,0.00,0.00
J18,20~30m,0.30,0.00,0.00,0.00,0.00,0.00
J18,30~40m,0.00,0.00,0.00,0.00,0.00,0.00
J18,40~50m,0.00,0.00,0.00,0.00,0.00,0.00
J18,50~60m,0.00,0.00,0.00,0.00,0.00,0.00
J18,60~80m,0.00,0.00,0.00,0.00,0.00,0.00
J18,80~100m,0.00,0.00,0.00,0.00,0.00,0.00
J18,100~120m,0.00,0.00,0.00,0.00,0.00,0.00
J18,120~140m,0.00,0.00,0.00,0.00,0.00,0.00
J18,140~160m,0.00,0.00,0.00,0.00,0.00,0.00
J19,0~10m,2.70,7.30,0.00,0.00,0.00,0.00
J19,10~20m,1.50,8.50,0.00,0.00,0.00,0.00
J19,20~30m,1.80,8.20,0.00,0.00,0.00,0.00
J19,30~40m,0.00,0.30,0.00,0.00,0.00,0.00
J19,40~50m,0.00,0.00,0.00,0.00,0.00,0.00
J19,50~60m,0.00,0.00,0.00,0.00,0.00,0.00
J19,60~80m,0.00,0.00,0.00,0.00,0.00,0.00
J19,80~100m,0.00,0.00,0.00,0.00,0.00,0.00
J19,100~120m,0.00,0.00,0.00,0.00,0.00,0.00
J19,120~140m,0.00,0.00,0.00,0.00,0.00,0.00
J19,140~160m,0.00,0.00,0.00,0.00,0.00,0.00
J2,0~10m,2.50,7.50,0.00,0.00,0.00,0.00
J2,10~20m,1.50,8.50,0.00,0.00,0.00,0.00
J2,20~30m,2.50,2.80,0.00,0.00,0.00,0.00
J2,30~40m,0.00,0.00,0.00,0.00,0.00,0.00
J2,40~50m,0.00,0.00,0.00,0.00,0.00,0.00
J2,50~60m,0.00,0.00,0.00,0.00,0.00,0.00
J2,60~80m,0.00,0.00,0.00,0.00,0.00,0.00
J2,80~100m,0.00,0.00,0.00,0.00,0.00,0.00
J2,100~120m,0.00,0.00,0.00,0.00,0.00,0.00
J2,120~140m,0.00,0.00,0.00,0.00,0.00,0.00
J2,140~160m,0.00,0.00,0.00,0.00,0.00,0.00
J20,0~10m,2.30,7.70,0.00,0.00,0.00,0.00
J20,10~20m,1.40,8.60,0.00,0.00,0.00,0.00
J20,20~30m,0.30,0.00,0.00,0.00,0.00,0.00
J20,30~40m,0.00,0.00,0.00,0.00,0.00,0.00
J20,40~50m,0.00,0.00,0.00,0.00,0.00,0.00
J20,50~60m,0.00,0.00,0.00,0.00,0.00,0.00
J20,60~80m,0.00,0.00,0.00,0.00,0.00,0.00
J20,80~100m,0.00,0.00,0.00,0.00,0.00,0.00
J20,100~120m,0.00,0.00,0.00,0.00,0.00,0.00
J20,120~140m,0.00,0.00,0.00,0.00,0.00,0.00
J20,140~160m,0.00,0.00,0.00,0.00,0.00,0.00
J21,0~10m,0.00,10.00,0.00,0.00,0.00,0.00
J21,10~20m,1.50,8.50,0.00,0.00,0.00,0.00
J21,20~30m,1.80,7.50,0.00,0.00,0.00,0.00
J21,30~40m,0.00,0.00,0.00,0.00,0.00,0.00
J21,40~50m,0.00,0.00,0.00,0.00,0.00,0.00
J21,50~60m,0.00,0.00,0.00,0.00,0.00,0.00
J21,60~80m,0.00,0.00,0.00,0.00,0.00,0.00
J21,80~100m,0.00,0.00,0.00,0.00,0.00,0.00
J21,100~120m,0.00,0.00,0.00,0.00,0.00,0.00
J21,120~140m,0.00,0.00,0.00,0.00,0.00,0.00
J21,140~160m,0.00,0.00,0.00,0.00,0.00,0.00
J22,0~10m,2.50,7.50,0.00,0.00,0.00,0.00
J22,10~20m,1.50,8.50,0.00,0.00,0.00,0.00
J22,20~30m,2.30,3.00,0.00,0.00,0.00,0.00
J22,30~40m,0.00,0.00,0.00,0.00,0.00,0.00
J22,40~50m,0.00,0.00,0.00,0.00,0.00,0.00
J22,50~60m,0.00,0.00,0.00,0.00,0.00,0.00
J22,60~80m,0.00,0.00,0.00,0.00,0.00,0.00
J22,80~100m,0.00,0.00,0.00,0.00,0.00,0.00
J22,100~120m,0.00,0.00,0.00,0.00,0.00,0.00
J22,120~140m,0.00,0.00,0.00,0.00,0.00,0.00
J22,140~160m,0.00,0.00,0.00,0.00,0.00,0.00
J23,0~10m,2.30,7.70,0.00,0.00,0.00,0.00
J23,10~20m,1.30,8.70,0.00,0.00,0.00,0.00
J23,20~30m,2.40,1.90,0.00,0.00,0.00,0.00
J23,30~40m,0.00,0.00,0.00,0.00,0.00,0.00
J23,40~50m,0.00,0.00,0.00,0.00,0.00,0.00
J23,50~60m,0.00,0.00,0.00,0.00,0.00,0.00
J23,60~80m,0.00,0.00,0.00,0.00,0.00,0.00
J23,80~100m,0.00,0.00,0.00,0.00,0.00,0.00
J23,100~120m,0.00,0.00,0.00,0.00,0.00,0.00
J23,120~140m,0.00,0.00,0.00,0.00,0.00,0.00
J23,140~160m,0.00,0.00,0.00,0.00,0.00,0.00
J24,0~10m,2.10,7.90,0.00,0.00,0.00,0.00
J24,10~20m,0.00,0.30,0.00,0.00,0.00,0.00
J24,20~30m,0.00,0.00,0.00,0.00,0.00,0.00
J24,30~40m,0.00,0.00,0.00,0.00,0.00,0.00
J24,40~50m,0.00,0.00,0.00,0.00,0.00,0.00
J24,50~60m,0.00,0.00,0.00,0.00,0.00,0.00
J24,60~80m,0.00,0.00,0.00,0.00,0.00,0.00
J24,80~100m,0.00,0.00,0.00,0.00,0.00,0.00
J24,100~120m,0.00,0.00,0.00,0.00,0.00,0.00
J24,120~140m,0.00,0.00,0.00,0.00,0.00,0.00
J24,140~160m,0.00,0.00,0.00,0.00,0.00,0.00
J25,0~10m,2.30,7.70,0.00,0.00,0.00,0.00
J25,10~20m,0.00,0.30,0.00,0.00,0.00,0.00
J25,20~30m,0.00,0.00,0.00,0.00,0.00,0.00
J25,30~40m,0.00,0.00,0.00,0.00,0.00,0.00
J25,40~50m,0.00,0.00,0.00,0.00,0.00,0.00
J25,50~60m,0.00,0.00,0.00,0.00,0.00,0.00
J25,60~80m,0.00,0.00,0.00,0.00,0.00,0.00
J25,80~100m,0.00,0.00,0.00,0.00,0.00,0.00
J25,100~120m,0.00,0.00,0.00,0.00,0.00,0.00
J25,120~140m,0.00,0.00,0.00,0.00,0.00,0.00
J25,140~160m,0.00,0.00,0.00,0.00,0.00,0.00
J26,0~10m,0.00,10.00,0.00,0.00,0.00,0.00
J26,10~20m,0.00,0.30,0.00,0.00,0.00,0.00
J26,20~30m,0.00,0.00,0.00,0.00,0.00,0.00
J26,30~40m,0.00,0.00,0.00,0.00,0.00,0.00
J26,40~50m,0.00,0.00,0.00,0.00,0.00,0.00
J26,50~60m,0.00,0.00,0.00,0.00,0.00,0.00
J26,60~80m,0.00,0.00,0.00,0.00,0.00,0.00
J26,80~100m,0.00,0.00,0.00,0.00,0.00,0.00
J26,100~120m,0.00,0.00,0.00,0.00,0.00,0.00
J26,120~140m,0.00,0.00,0.00,0.00,0.00,0.00
J26,140~160m,0.00,0.00,0.00,0.00,0.00,0.00
J27,0~10m,0.00,9.30,0.00,0.00,0.00,0.00
J27,10~20m,0.00,0.00,0.00,0.00,0.00,0.00
J27,20~30m,0.00,0.00,0.00,0.00,0.00,0.00
J27,30~40m,0.00,0.00,0.00,0.00,0.00,0.00
J27,40~50m,0.00,0.00,0.00,0.00,0.00,0.00
J27,50~60m,0.00,0.00,0.00,0.00,0.00,0.00
J27,60~80m,0.00,0.00,0.00,0.00,0.00,0.00
J27,80~100m,0.00,0.00,0.00,0.00,0.00,0.00
J27,100~120m,0.00,0.00,0.00,0.00,0.00,0.00
J27,120~140m,0.00,0.00,0.00,0.00,0.00,0.00
J27,140~160m,0.00,0.00,0.00,0.00,0.00,0.00
J28,0~10m,2.00,8.00,0.00,0.00,0.00,0.00
J28,10~20m,0.00,10.00,0.00,0.00,0.00,0.00
J28,20~30m,1.60,8.40,0.00,0.00,0.00,0.00
J28,30~40m,0.00,0.30,0.00,0.00,0.00,0.00
J28,40~50m,0.00,0.00,0.00,0.00,0.00,0.00
J28,50~60m,0.00,0.00,0.00,0.00,0.00,0.00
J28,60~80m,0.00,0.00,0.00,0.00,0.00,0.00
J28,80~100m,0.00,0.00,0.00,0.00,0.00,0.00
J28,100~120m,0.00,0.00,0.00,0.00,0.00,0.00
J28,120~140m,0.00,0.00,0.00,0.00,0.00,0.00
J28,140~160m,0.00,0.00,0.00,0.00,0.00,0.00
J29,0~10m,2.10,7.90,0.00,0.00,0.00,0.00
J29,10~20m,0.00,0.45,0.00,0.00,0.00,0.00
J29,20~30m,0.00,0.00,0.00,0.00,0.00,0.00
J29,30~40m,0.00,0.00,0.00,0.00,0.00,0.00
J29,40~50m,0.00,0.00,0.00,0.00,0.00,0.00
J29,50~60m,0.00,0.00,0.00,0.00,0.00,0.00
J29,60~80m,0.00,0.00,0.00,0.00,0.00,0.00
J29,80~100m,0.00,0.00,0.00,0.00,0.00,0.00
J29,100~120m,0.00,0.00,0.00,0.00,0.00,0.00
J29,120~140m,0.00,0.00,0.00,0.00,0.00,0.00
J29,140~160m,0.00,0.00,0.00,0.00,0.00,0.00
J3,0~10m,2.50,7.50,0.00,0.00,0.00,0.00
J3,10~20m,1.00,9.00,0.00,0.00,0.00,0.00
J3,20~30m,2.40,1.90,0.00,0.00,0.00,0.00
J3,30~40m,0.00,0.00,0.00,0.00,0.00,0.00
J3,40~50m,0.00,0.00,0.00,0.00,0.00,0.00
J3,50~60m,0.00,0.00,0.00,0.00,0.00,0.00
J3,60~80m,0.00,0.00,0.00,0.00,0.00,0.00
J3,80~100m,0.00,0.00,0.00,0.00,0.00,0.00
J3,100~120m,0.00,0.00,0.00,0.00,0.00,0.00
J3,120~140m,0.00,0.00,0.00,0.00,0.00,0.00
J3,140~160m,0.00,0.00,0.00,0.00,0.00,0.00
J30,0~10m,2.00,8.00,0.00,0.00,0.00,0.00
J30,10~20m,0.00,0.30,0.00,0.00,0.00,0.00
J30,20~30m,0.00,0.00,0.00,0.00,0.00,0.00
J30,30~40m,0.00,0.00,0.00,0.00,0.00,0.00
J30,40~50m,0.00,0.00,0.00,0.00,0.00,0.00
J30,50~60m,0.00,0.00,0.00,0.00,0.00,0.00
J30,60~80m,0.00,0.00,0.00,0.00,0.00,0.00
J30,80~100m,0.00,0.00,0.00,0.00,0.00,0.00
J30,100~120m,0.00,0.00,0.00,0.00,0.00,0.00
J30,120~140m,0.00,0.00,0.00,0.00,0.00,0.00
J30,140~160m,0.00,0.00,0.00,0.00,0.00,0.00
J31,0~10m,2.30,7.70,0.00,0.00,0.00,0.00
J31,10~20m,1.50,8.50,0.00,0.00,0.00,0.00
J31,20~30m,0.30,0.00,0.00,0.00,0.00,0.00
J31,30~40m,0.00,0.00,0.00,0.00,0.00,0.00
J31,40~50m,0.00,0.00,0.00,0.00,0.00,0.00
J31,50~60m,0.00,0.00,0.00,0.00,0.00,0.00
J31,60~80m,0.00,0.00,0.00,0.00,0.00,0.00
J31,80~100m,0.00,0.00,0.00,0.00,0.00,0.00
J31,100~120m,0.00,0.00,0.00,0.00,0.00,0.00
J31,120~140m,0.00,0.00,0.00,0.00,0.00,0.00
J31,140~160m,0.00,0.00,0.00,0.00,0.00,0.00
J32,0~10m,0.00,10.00,0.00,0.00,0.00,0.00
J32,10~20m,1.50,8.50,0.00,0.00,0.00,0.00
J32,20~30m,0.30,0.00,0.00,0.00,0.00,0.00
J32,30~40m,0.00,0.00,0.00,0.00,0.00,0.00
J32,40~50m,0.00,0.00,0.00,0.00,0.00,0.00
J32,50~60m,0.00,0.00,0.00,0.00,0.00,0.00
J32,60~80m,0.00,0.00,0.00,0.00,0.00,0.00
J32,80~100m,0.00,0.00,0.00,0.00,0.00,0.00
J32,100~120m,0.00,0.00,0.00,0.00,0.00,0.00
J32,120~140m,0.00,0.00,0.00,0.00,0.00,0.00
J32,140~160m,0.00,0.00,0.00,0.00,0.00,0.00
J33,0~10m,0.00,10.00,0.00,0.00,0.00,0.00
J33,10~20m,1.30,8.70,0.00,0.00,0.00,0.00
J33,20~30m,0.30,0.00,0.00,0.00,0.00,0.00
J33,30~40m,0.00,0.00,0.00,0.00,0.00,0.00
J33,40~50m,0.00,0.00,0.00,0.00,0.00,0.00
J33,50~60m,0.00,0.00,0.00,0.00,0.00,0.00
J33,60~80m,0.00,0.00,0.00,0.00,0.00,0.00
J33,80~100m,0.00,0.00,0.00,0.00,0.00,0.00
J33,100~120m,0.00,0.00,0.00,0.00,0.00,0.00
J33,120~140m,0.00,0.00,0.00,0.00,0.00,0.00
J33,140~160m,0.00,0.00,0.00,0.00,0.00,0.00
J34,0~10m,2.20,7.80,0.00,0.00,0.00,0.00
J34,10~20m,0.00,0.30,0.00,0.00,0.00,0.00
J34,20~30m,0.00,0.00,0.00,0.00,0.00,0.00
J34,30~40m,0.00,0.00,0.00,0.00,0.00,0.00
J34,40~50m,0.00,0.00,0.00,0.00,0.00,0.00
J34,50~60m,0.00,0.00,0.00,0.00,0.00,0.00
J34,60~80m,0.00,0.00,0.00,0.00,0.00,0.00
J34,80~100m,0.00,0.00,0.00,0.00,0.00,0.00
J34,100~120m,0.00,0.00,0.00,0.00,0.00,0.00
J34,120~140m,0.00,0.00,0.00,0.00,0.00,0.00
J34,140~160m,0.00,0.00,0.00,0.00,0.00,0.00
J35,0~10m,2.30,7.70,0.00,0.00,0.00,0.00
J35,10~20m,0.00,0.45,0.00,0.00,0.00,0.00
J35,20~30m,0.00,0.00,0.00,0.00,0.00,0.00
J35,30~40m,0.00,0.00,0.00,0.00,0.00,0.00
J35,40~50m,0.00,0.00,0.00,0.00,0.00,0.00
J35,50~60m,0.00,0.00,0.00,0.00,0.00,0.00
J35,60~80m,0.00,0.00,0.00,0.00,0.00,0.00
J35,80~100m,0.00,0.00,0.00,0.00,0.00,0.00
J35,100~120m,0.00,0.00,0.00,0.00,0.00,0.00
J35,120~140m,0.00,0.00,0.00,0.00,0.00,0.00
J35,140~160m,0.00,0.00,0.00,0.00,0.00,0.00
J36,0~10m,2.50,7.50,0.00,0.00,0.00,0.00
J36,10~20m,1.00,9.00,0.00,0.00,0.00,0.00
J36,20~30m,0.45,0.00,0.00,0.00,0.00,0.00
J36,30~40m,0.00,0.00,0.00,0.00,0.00,0.00
J36,40~50m,0.00,0.00,0.00,0.00,0.00,0.00
J36,50~60m,0.00,0.00,0.00,0.00,0.00,0.00
J36,60~80m,0.00,0.00,0.00,0.00,0.00,0.00
J36,80~100m,0.00,0.00,0.00,0.00,0.00,0.00
J36,100~120m,0.00,0.00,0.00,0.00,0.00,0.00
J36,120~140m,0.00,0.00,0.00,0.00,0.00,0.00
J36,140~160m,0.00,0.00,0.00,0.00,0.00,0.00
J37,0~10m,1.30,8.70,0.00,0.00,0.00,0.00
J37,10~20m,1.00,9.00,0.00,0.00,0.00,0.00
J37,20~30m,0.30,0.00,0.00,0.00,0.00,0.00
J37,30~40m,0.00,0.00,0.00,0.00,0.00,0.00
J37,40~50m,0.00,0.00,0.00,0.00,0.00,0.00
J37,50~60m,0.00,0.00,0.00,0.00,0.00,0.00
J37,60~80m,0.00,0.00,0.00,0.00,0.00,0.00
J37,80~100m,0.00,0.00,0.00,0.00,0.00,0.00
J37,100~120m,0.00,0.00,0.00,0.00,0.00,0.00
J37,120~140m,0.00,0.00,0.00,0.00,0.00,0.00
J37,140~160m,0.00,0.00,0.00,0.00,0.00,0.00
J38,0~10m,1.90,8.10,0.00,0.00,0.00,0.00
J38,10~20m,0.00,0.30,0.00,0.00,0.00,0.00
J38,20~30m,0.00,0.00,0.00,0.00,0.00,0.00
J38,30~40m,0.00,0.00,0.00,0.00,0.00,0.00
J38,40~50m,0.00,0.00,0.00,0.00,0.00,0.00
J38,50~60m,0.00,0.00,0.00,0.00,0.00,0.00
J38,60~80m,0.00,0.00,0.00,0.00,0.00,0.00
J38,80~100m,0.00,0.00,0.00,0.00,0.00,0.00
J38,100~120m,0.00,0.00,0.00,0.00,0.00,0.00
J38,120~140m,0.00,0.00,0.00,0.00,0.00,0.00
J38,140~160m,0.00,0.00,0.00,0.00,0.00,0.00
J39,0~10m,2.10,7.90,0.00,0.00,0.00,0.00
J39,10~20m,0.00,9.30,0.00,0.00,0.00,0.00
J39,20~30m,0.00,0.00,0.00,0.00,0.00,0.00
J39,30~40m,0.00,0.00,0.00,0.00,0.00,0.00
J39,40~50m,0.00,0.00,0.00,0.00,0.00,0.00
J39,50~60m,0.00,0.00,0.00,0.00,0.00,0.00
J39,60~80m,0.00,0.00,0.00,0.00,0.00,0.00
J39,80~100m,0.00,0.00,0.00,0.00,0.00,0.00
J39,100~120m,0.00,0.00,0.00,0.00,0.00,0.00
J39,120~140m,0.00,0.00,0.00,0.00,0.00,0.00
J39,140~160m,0.00,0.00,0.00,0.00,0.00,0.00
J4,0~10m,2.50,7.50,0.00,0.00,0.00,0.00
J4,10~20m,1.60,8.40,0.00,0.00,0.00,0.00
J4,20~30m,2.50,1.80,0.00,0.00,0.00,0.00
J4,30~40m,0.00,0.00,0.00,0.00,0.00,0.00
J4,40~50m,0.00,0.00,0.00,0.00,0.00,0.00
J4,50~60m,0.00,0.00,0.00,0.00,0.00,0.00
J4,60~80m,0.00,0.00,0.00,0.00,0.00,0.00
J4,80~100m,0.00,0.00,0.00,0.00,0.00,0.00
J4,100~120m,0.00,0.00,0.00,0.00,0.00,0.00
J4,120~140m,0.00,0.00,0.00,0.00,0.00,0.00
J4,140~160m,0.00,0.00,0.00,0.00,0.00,0.00
J40,0~10m,0.00,10.00,0.00,0.00,0.00,0.00
J40,10~20m,1.10,8.90,0.00,0.00,0.00,0.00
J40,20~30m,0.45,0.00,0.00,0.00,0.00,0.00
J40,30~40m,0.00,0.00,0.00,0.00,0.00,0.00
J40,40~50m,0.00,0.00,0.00,0.00,0.00,0.00
J40,50~60m,0.00,0.00,0.00,0.00,0.00,0.00
J40,60~80m,0.00,0.00,0.00,0.00,0.00,0.00
J40,80~100m,0.00,0.00,0.00,0.00,0.00,0.00
J40,100~120m,0.00,0.00,0.00,0.00,0.00,0.00
J40,120~140m,0.00,0.00,0.00,0.00,0.00,0.00
J40,140~160m,0.00,0.00,0.00,0.00,0.00,0.00
J41,0~10m,1.00,9.00,0.00,0.00,0.00,0.00
J41,10~20m,0.85,8.60,0.00,0.00,0.00,0.00
J41,20~30m,0.00,0.00,0.00,0.00,0.00,0.00
J41,30~40m,0.00,0.00,0.00,0.00,0.00,0.00
J41,40~50m,0.00,0.00,0.00,0.00,0.00,0.00
J41,50~60m,0.00,0.00,0.00,0.00,0.00,0.00
J41,60~80m,0.00,0.00,0.00,0.00,0.00,0.00
J41,80~100m,0.00,0.00,0.00,0.00,0.00,0.00
J41,100~120m,0.00,0.00,0.00,0.00,0.00,0.00
J41,120~140m,0.00,0.00,0.00,0.00,0.00,0.00
J41,140~160m,0.00,0.00,0.00,0.00,0.00,0.00
J42,0~10m,0.00,10.00,0.00,0.00,0.00,0.00
J42,10~20m,0.80,9.20,0.00,0.00,0.00,0.00
J42,20~30m,0.30,0.00,0.00,0.00,0.00,0.00
J42,30~40m,0.00,0.00,0.00,0.00,0.00,0.00
J42,40~50m,0.00,0.00,0.00,0.00,0.00,0.00
J42,50~60m,0.00,0.00,0.00,0.00,0.00,0.00
J42,60~80m,0.00,0.00,0.00,0.00,0.00,0.00
J42,80~100m,0.00,0.00,0.00,0.00,0.00,0.00
J42,100~120m,0.00,0.00,0.00,0.00,0.00,0.00
J42,120~140m,0.00,0.00,0.00,0.00,0.00,0.00
J42,140~160m,0.00,0.00,0.00,0.00,0.00,0.00
J43,0~10m,2.30,7.70,0.00,0.00,0.00,0.00
J43,10~20m,0.00,0.30,0.00,0.00,0.00,0.00
J43,20~30m,0.00,0.00,0.00,0.00,0.00,0.00
J43,30~40m,0.00,0.00,0.00,0.00,0.00,0.00
J43,40~50m,0.00,0.00,0.00,0.00,0.00,0.00
J43,50~60m,0.00,0.00,0.00,0.00,0.00,0.00
J43,60~80m,0.00,0.00,0.00,0.00,0.00,0.00
J43,80~100m,0.00,0.00,0.00,0.00,0.00,0.00
J43,100~120m,0.00,0.00,0.00,0.00,0.00,0.00
J43,120~140m,0.00,0.00,0.00,0.00,0.00,0.00
J43,140~160m,0.00,0.00,0.00,0.00,0.00,0.00
J44,0~10m,0.00,10.00,0.00,0.00,0.00,0.00
J44,10~20m,1.50,8.50,0.00,0.00,0.00,0.00
J44,20~30m,0.30,0.00,0.00,0.00,0.00,0.00
J44,30~40m,0.00,0.00,0.00,0.00,0.00,0.00
J44,40~50m,0.00,0.00,0.00,0.00,0.00,0.00
J44,50~60m,0.00,0.00,0.00,0.00,0.00,0.00
J44,60~80m,0.00,0.00,0.00,0.00,0.00,0.00
J44,80~100m,0.00,0.00,0.00,0.00,0.00,0.00
J44,100~120m,0.00,0.00,0.00,0.00,0.00,0.00
J44,120~140m,0.00,0.00,0.00,0.00,0.00,0.00
J44,140~160m,0.00,0.00,0.00,0.00,0.00,0.00
J45,0~10m,0.00,10.00,0.00,0.00,0.00,0.00
J45,10~20m,0.50,9.50,0.00,0.00,0.00,0.00
J45,20~30m,1.30,0.00,0.00,0.00,0.00,0.00
J45,30~40m,0.00,0.00,0.00,0.00,0.00,0.00
J45,40~50m,0.00,0.00,0.00,0.00,0.00,0.00
J45,50~60m,0.00,0.00,0.00,0.00,0.00,0.00
J45,60~80m,0.00,0.00,0.00,0.00,0.00,0.00
J45,80~100m,0.00,0.00,0.00,0.00,0.00,0.00
J45,100~120m,0.00,0.00,0.00,0.00,0.00,0.00
J45,120~140m,0.00,0.00,0.00,0.00,0.00,0.00
J45,140~160m,0.00,0.00,0.00,0.00,0.00,0.00
J46,0~10m,2.00,8.00,0.00,0.00,0.00,0.00
J46,10~20m,0.00,0.30,0.00,0.00,0.00,0.00
J46,20~30m,0.00,0.00,0.00,0.00,0.00,0.00
J46,30~40m,0.00,0.00,0.00,0.00,0.00,0.00
J46,40~50m,0.00,0.00,0.00,0.00,0.00,0.00
J46,50~60m,0.00,0.00,0.00,0.00,0.00,0.00
J46,60~80m,0.00,0.00,0.00,0.00,0.00,0.00
J46,80~100m,0.00,0.00,0.00,0.00,0.00,0.00
J46,100~120m,0.00,0.00,0.00,0.00,0.00,0.00
J46,120~140m,0.00,0.00,0.00,0.00,0.00,0.00
J46,140~160m,0.00,0.00,0.00,0.00,0.00,0.00
J47,0~10m,2.30,7.70,0.00,0.00,0.00,0.00
J47,10~20m,0.00,1.45,0.00,0.00,0.00,0.00
J47,20~30m,0.00,0.00,0.00,0.00,0.00,0.00
J47,30~40m,0.00,0.00,0.00,0.00,0.00,0.00
J47,40~50m,0.00,0.00,0.00,0.00,0.00,0.00
J47,50~60m,0.00,0.00,0.00,0.00,0.00,0.00
J47,60~80m,0.00,0.00,0.00,0.00,0.00,0.00
J47,80~100m,0.00,0.00,0.00,0.00,0.00,0.00
J47,100~120m,0.00,0.00,0.00,0.00,0.00,0.00
J47,120~140m,0.00,0.00,0.00,0.00,0.00,0.00
J47,140~160m,0.00,0.00,0.00,0.00,0.00,0.00
J48,0~10m,0.70,9.30,0.00,0.00,0.00,0.00
J48,10~20m,0.70,9.30,0.00,0.00,0.00,0.00
J48,20~30m,0.45,0.00,0.00,0.00,0.00,0.00
J48,30~40m,0.00,0.00,0.00,0.00,0.00,0.00
J48,40~50m,0.00,0.00,0.00,0.00,0.00,0.00
J48,50~60m,0.00,0.00,0.00,0.00,0.00,0.00
J48,60~80m,0.00,0.00,0.00,0.00,0.00,0.00
J48,80~100m,0.00,0.00,0.00,0.00,0.00,0.00
J48,100~120m,0.00,0.00,0.00,0.00,0.00,0.00
J48,120~140m,0.00,0.00,0.00,0.00,0.00,0.00
J48,140~160m,0.00,0.00,0.00,0.00,0.00,0.00
J49,0~10m,2.10,7.90,0.00,0.00,0.00,0.00
J49,10~20m,1.00,9.00,0.00,0.00,0.00,0.00
J49,20~30m,0.30,0.00,0.00,0.00,0.00,0.00
J49,30~40m,0.00,0.00,0.00,0.00,0.00,0.00
J49,40~50m,0.00,0.00,0.00,0.00,0.00,0.00
J49,50~60m,0.00,0.00,0.00,0.00,0.00,0.00
J49,60~80m,0.00,0.00,0.00,0.00,0.00,0.00
J49,80~100m,0.00,0.00,0.00,0.00,0.00,0.00
J49,100~120m,0.00,0.00,0.00,0.00,0.00,0.00
J49,120~140m,0.00,0.00,0.00,0.00,0.00,0.00
J49,140~160m,0.00,0.00,0.00,0.00,0.00,0.00
J5,0~10m,2.00,8.00,0.00,0.00,0.00,0.00
J5,10~20m,0.00,10.00,0.00,0.00,0.00,0.00
J5,20~30m,2.20,2.10,0.00,0.00,0.00,0.00
J5,30~40m,0.00,0.00,0.00,0.00,0.00,0.00
J5,40~50m,0.00,0.00,0.00,0.00,0.00,0.00
J5,50~60m,0.00,0.00,0.00,0.00,0.00,0.00
J5,60~80m,0.00,0.00,0.00,0.00,0.00,0.00
J5,80~100m,0.00,0.00,0.00,0.00,0.00,0.00
J5,100~120m,0.00,0.00,0.00,0.00,0.00,0.00
J5,120~140m,0.00,0.00,0.00,0.00,0.00,0.00
J5,140~160m,0.00,0.00,0.00,0.00,0.00,0.00
J50,0~10m,2.40,7.60,0.00,0.00,0.00,0.00
J50,10~20m,0.00,1.45,0.00,0.00,0.00,0.00
J50,20~30m,0.00,0.00,0.00,0.00,0.00,0.00
J50,30~40m,0.00,0.00,0.00,0.00,0.00,0.00
J50,40~50m,0.00,0.00,0.00,0.00,0.00,0.00
J50,50~60m,0.00,0.00,0.00,0.00,0.00,0.00
J50,60~80m,0.00,0.00,0.00,0.00,0.00,0.00
J50,80~100m,0.00,0.00,0.00,0.00,0.00,0.00
J50,100~120m,0.00,0.00,0.00,0.00,0.00,0.00
J50,120~140m,0.00,0.00,0.00,0.00,0.00,0.00
J50,140~160m,0.00,0.00,0.00,0.00,0.00,0.00
J51,0~10m,2.20,7.80,0.00,0.00,0.00,0.00
J51,10~20m,0.00,0.30,0.00,0.00,0.00,0.00
J51,20~30m,0.00,0.00,0.00,0.00,0.00,0.00
J51,30~40m,0.00,0.00,0.00,0.00,0.00,0.00
J51,40~50m,0.00,0.00,0.00,0.00,0.00,0.00
J51,50~60m,0.00,0.00,0.00,0.00,0.00,0.00
